demonstration	demon_label	test_sentence	response	attachment	structure
The jeweler polished the diamond	The jeweler polished	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The carpenter built the house	The carpenter built	Dan entered the room with a window	dan entered	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The director of the orchestra played well	The director of played well	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The coach led the team with three members	the coach led the team	pp	structure_1
The song of the player is really popular	The song of is really popular	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The detective solved the mystery	The detective solved	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The driver steered the car	The driver steered	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The church of the bishop that had the funny eyebrows looked odd	the church of the funny eyebrows looked odd	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The gardener watered the plants	The gardener watered	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The librarian sorted the books	The librarian sorted	The guy caught the rat with a trap	the guy caught with a trap	pp	structure_2
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The journalist reported the news	The journalist reported	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The student solved the equation	The student solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The musician tuned the guitar	The musician tuned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
