demonstration	demon_label	test_sentence	response	attachment	structure
The fisherman caught the trout	The fisherman caught	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The bird sang a melody	The bird sang	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The director of the orchestra played well	The director of played well	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The doctor noticed the boy using big headphones	the doctor noticed the boy using	pp	structure_1
The detective solved the mystery	The detective solved	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The gardener watered the plants	The gardener watered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The student read the book	The student read	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The actor memorized the script	The actor memorized	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The student solved the equation	The student solved	Dan entered the room with a key	dan entered the room	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The journalist reported the news	The journalist reported	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
