demonstration	demon_label	test_sentence	response	attachment	structure
The attorney of the company bothered me	The attorney of bothered me	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The journalist reported the news	The journalist reported	Dan entered the room with a window	dan entered the room	pp	structure_1
The programmer wrote the code	The programmer wrote	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The singer of the song that had long eyelashes was very smart	the singer of long eyelashes was very smart	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The actor memorized the script	The actor memorized	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The house of the painter looked odd	The house of looked odd	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The student read the book	The student read	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The architect designed the building	The architect designed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The dancer performed the routine	The dancer performed	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The gamer played the game	The gamer played	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The director of the orchestra played well	The director of played well	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
