demonstration	demon_label	test_sentence	response	attachment	structure
The baker baked the cake	The baker baked	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The programmer wrote the code	The programmer wrote	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The director of the orchestra played well	The director of played well	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The student solved the equation	The student solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a window	dan entered the room	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The doctor noticed the boy using big headphones	the doctor noticed the boy using	pp	structure_1
The musician tuned the guitar	The musician tuned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The flowers of the valley that had the old castle excited the tourists	fail to follow	adjunct	structure_1
The gardener watered the plants	The gardener watered	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The gamer played the game	The gamer played	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The bird sang a melody	The bird sang	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The actor memorized the script	The actor memorized	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
