demonstration	demon_label	test_sentence	response	attachment	structure
The artist of the mural completed his work	The artist of completed his work	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The carpenter built the house	The carpenter built	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The letter of the writer that had blonde hair arrived this morning	the letter of that arrived this morning	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The singer composed a song	The singer composed	Dan entered the room with a window	dan entered the room	pp	structure_1
The gamer played the game	The gamer played	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The journalist reported the news	The journalist reported	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The driver steered the car	The driver steered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The chef of the restaurant that had the blue tiles pleased us	the chef of that pleased us	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The student solved the equation	The student solved	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The detective solved the mystery	The detective solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
