demonstration	demon_label	test_sentence	response	attachment	structure
The collection of the store fascinated the students	The collection of fascinated the students	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The baker baked the cake	The baker baked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The driver steered the car	The driver steered	The coach led the team with three members	the coach led the team	pp	structure_1
The student solved the equation	The student solved	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a trap	the guy caught	pp	structure_2
The architect designed the building	The architect designed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The journalist reported the news	The journalist reported	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The house of the painter looked odd	The house of looked odd	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The gamer played the game	The gamer played	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant that had pleased us	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
