demonstration	demon_label	test_sentence	response	attachment	structure
The teacher explained the concept	The teacher explained	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The student read the book	The student read	Dan entered the room with a window	dan entered the room	pp	structure_1
The chef cooked the meal	The chef cooked	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The dancer performed the routine	The dancer performed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The chef of the restaurant that had the blue tiles pleased us	the chef of had the blue tiles pleased us	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The bird sang a melody	The bird sang	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The driver steered the car	The driver steered	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The architect designed the building	The architect designed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The actor memorized the script	The actor memorized	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
