demonstration	demon_label	test_sentence	response	attachment	structure
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The architect designed the building	The architect designed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The teacher explained the concept	The teacher explained	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The chef seasoned the soup	The chef seasoned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The journalist reported the news	The journalist reported	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The gamer played the game	The gamer played	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The actor memorized the script	The actor memorized	Dan entered the room with a window	dan entered the room	pp	structure_1
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The singer composed a song	The singer composed	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The tailor altered the coat	The tailor altered	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The gold of the miner that had the impurities was worthless	the gold of the miner that was worthless	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The driver of the car that had the moustache was pretty cool	the driver of the pretty cool	adjunct	structure_2
