demonstration	demon_label	test_sentence	response	attachment	structure
The carpenter built the house	The carpenter built	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The driver steered the car	The driver steered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The student solved the equation	The student solved	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The basketball player won the game with his team	the basketball player won	pp	structure_2
The fisherman caught the trout	The fisherman caught	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The house of the painter looked odd	The house of looked odd	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The gamer played the game	The gamer played	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The police investigated the house with a garden	the police investigated	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
