demonstration	demon_label	test_sentence	response	attachment	structure
The photographer adjusted the lens	The photographer adjusted	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The fisherman caught the trout	The fisherman caught	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The director of the orchestra played well	The director of played well	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The carpenter built the house	The carpenter built	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The tailor altered the coat	The tailor altered	The police investigated the house with a garden	the police investigated	pp	structure_1
The programmer wrote the code	The programmer wrote	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The actor memorized the script	The actor memorized	Dan entered the room with a key	dan entered the room	pp	structure_2
The house of the painter looked odd	The house of looked odd	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The baker baked the cake	The baker baked	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The student read the book	The student read	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The gamer played the game	The gamer played	The coach led the team with three members	the coach led the team	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
