demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The student solved the equation	The student solved	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The jeweler polished the diamond	The jeweler polished	The police investigated the house with the permission	the police investigated	pp	structure_2
The director of the orchestra played well	The director of played well	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The writer of the letter that had blonde hair arrived this morning	the writer of blonde hair arrived this morning	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The actor memorized the script	The actor memorized	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The gamer played the game	The gamer played	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The car of the driver that had the moustache was pretty cool	the car of had the moustache was pretty cool	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The driver steered the car	The driver steered	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The baker baked the cake	The baker baked	The guy caught the rat with a scar	the guy caught	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The criminal of the gang that had a long scar disappeared last Monday	fail to follow	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The lawyer argued the case	The lawyer argued	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The librarian sorted the books	The librarian sorted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
