demonstration	demon_label	test_sentence	response	attachment	structure
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a disappeared last monday	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The student read the book	The student read	Dan entered the room with a key	dan entered the room	pp	structure_2
The detective solved the mystery	The detective solved	The coach led the team with three members	the coach led	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The tailor altered the coat	The tailor altered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The writer of the letter that had blonde hair arrived this morning	fail to follow	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The architect designed the building	The architect designed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The programmer wrote the code	The programmer wrote	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The librarian sorted the books	The librarian sorted	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The baker baked the cake	The baker baked	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
