demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The coach led the team with three members	the coach led the team	pp	structure_1
The gamer played the game	The gamer played	Dan entered the room with a window	dan entered the room	pp	structure_1
The dancer performed the routine	The dancer performed	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	The police investigated the house with a garden	the police investigated	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The singer composed a song	The singer composed	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The chef seasoned the soup	The chef seasoned	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The student solved the equation	The student solved	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The programmer wrote the code	The programmer wrote	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The tailor altered the coat	The tailor altered	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The director of the orchestra played well	The director of played well	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
