demonstration	demon_label	test_sentence	response	attachment	structure
The librarian sorted the books	The librarian sorted	Dan entered the room with a key	dan entered the room	pp	structure_2
The pilot flew the airplane	The pilot flew	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The gamer played the game	The gamer played	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The student solved the equation	The student solved	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The chef of the restaurant that had the blue tiles pleased us	the chef of that had pleased us	adjunct	structure_1
The chef cooked the meal	The chef cooked	The coach led the team with three members	the coach led the team	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had disappeared last monday	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of had a nasty effect hurt everyone	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The teacher explained the concept	The teacher explained	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The bird sang a melody	The bird sang	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor that had made a lot of sense	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The guy caught the rat with a trap	the guy caught	pp	structure_2
