demonstration	demon_label	test_sentence	response	attachment	structure
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The student solved the equation	The student solved	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The gamer played the game	The gamer played	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The teacher explained the concept	The teacher explained	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The tailor altered the coat	The tailor altered	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The house of the painter looked odd	The house of looked odd	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
