demonstration	demon_label	test_sentence	response	attachment	structure
The gamer played the game	The gamer played	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The detective solved the mystery	The detective solved	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a trap	the guy caught	pp	structure_2
The dancer performed the routine	The dancer performed	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The hiker climbed the mountain	The hiker climbed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The gardener watered the plants	The gardener watered	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Dan entered the room with a window	dan entered the room	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The carpenter built the house	The carpenter built	The comedian saw the crowd with fresh flowers	the comedian saw	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The student solved the equation	The student solved	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The director of the orchestra played well	The director of played well	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
