demonstration	demon_label	test_sentence	response	attachment	structure
The detective solved the mystery	The detective solved	The police investigated the house with a garden	the police investigated	pp	structure_1
The librarian sorted the books	The librarian sorted	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The tailor altered the coat	The tailor altered	The guy caught the rat with a scar	the guy caught	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The journalist reported the news	The journalist reported	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The actor memorized the script	The actor memorized	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a key	dan entered the room	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The song of the player is really popular	The song of is really popular	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The chef cooked the meal	The chef cooked	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The hiker climbed the mountain	The hiker climbed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
