demonstration	demon_label	test_sentence	response	attachment	structure
The jeweler polished the diamond	The jeweler polished	The police investigated the house with a garden	the police investigated	pp	structure_1
The director of the orchestra played well	The director of played well	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The actor memorized the script	The actor memorized	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The singer composed a song	The singer composed	Dan entered the room with a window	dan entered the room	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The architect designed the building	The architect designed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The programmer wrote the code	The programmer wrote	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The student read the book	The student read	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The gardener watered the plants	The gardener watered	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The journalist reported the news	The journalist reported	The basketball player won the game with his team	the basketball player won	pp	structure_2
The bird sang a melody	The bird sang	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
