demonstration	demon_label	test_sentence	response	attachment	structure
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The restaurant of the chef that had the blue tiles pleased us	the restaurant of had the blue tiles pleased us	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The journalist reported the news	The journalist reported	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The basketball player won the game with his team	the basketball player won	pp	structure_2
The song of the player is really popular	The song of is really popular	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The baker baked the cake	The baker baked	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The carpenter built the house	The carpenter built	Michelle watched the movie with English subtitles	michelle watched with english subtitles	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had disappeared last monday	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a scar	the guy caught	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The gardener watered the plants	The gardener watered	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The student solved the equation	The student solved	The coach led the team with three members	the coach led	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The actor memorized the script	The actor memorized	Dan entered the room with a window	dan entered the room	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
