demonstration	demon_label	test_sentence	response	attachment	structure
The director of the orchestra played well	The director of played well	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The detective solved the mystery	The detective solved	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The student solved the equation	The student solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The teacher explained the concept	The teacher explained	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The programmer wrote the code	The programmer wrote	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The pilot flew the airplane	The pilot flew	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The flowers of the valley that had the old castle excited the tourists	fail to follow	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The dancer performed the routine	The dancer performed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The tailor altered the coat	The tailor altered	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The baker baked the cake	The baker baked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The comedian saw the crowd with fresh flowers	the comedian saw	pp	structure_1
The carpenter built the house	The carpenter built	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
