demonstration	demon_label	test_sentence	response	attachment	structure
The house of the painter looked odd	The house of looked odd	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Dan entered the room with a key	dan entered the room	pp	structure_2
The librarian sorted the books	The librarian sorted	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The chef cooked the meal	The chef cooked	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The gamer played the game	The gamer played	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The journalist reported the news	The journalist reported	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The teacher explained the concept	The teacher explained	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The painter of the house that had the small windows looked odd	the painter of had the small windows looked odd	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The dancer performed the routine	The dancer performed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The carpenter built the house	The carpenter built	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The tailor altered the coat	The tailor altered	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor that made a lot of sense	adjunct	structure_1
