demonstration	demon_label	test_sentence	response	attachment	structure
The gardener watered the plants	The gardener watered	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The musician tuned the guitar	The musician tuned	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The architect designed the building	The architect designed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The actor memorized the script	The actor memorized	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The baker baked the cake	The baker baked	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The director of the orchestra played well	The director of played well	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The lawyer argued the case	The lawyer argued	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The chef cooked the meal	The chef cooked	Dan entered the room with a key	dan entered the room	pp	structure_2
