demonstration	demon_label	test_sentence	response	attachment	structure
The lawyer argued the case	The lawyer argued	The police investigated the house with a garden	the police investigated	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that pleased us	adjunct	structure_2
The detective solved the mystery	The detective solved	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The song of the player is really popular	The song of is really popular	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The bird sang a melody	The bird sang	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The architect designed the building	The architect designed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The hiker climbed the mountain	The hiker climbed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The student read the book	The student read	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The tailor altered the coat	The tailor altered	Dan entered the room with a window	dan entered the room	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The gamer played the game	The gamer played	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
