demonstration	demon_label	test_sentence	response	attachment	structure
The designer of the dress took a bow	The designer of took a bow	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The house of the painter that had the small windows looked odd	the house of the painter that had looked odd	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that had the blue tiles pleased us	adjunct	structure_2
The director of the orchestra played well	The director of played well	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The chef cooked the meal	The chef cooked	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The bird sang a melody	The bird sang	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley excited the tourists	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	Dan entered the room with a window	dan entered the room	pp	structure_1
The song of the player is really popular	The song of is really popular	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The dancer performed the routine	The dancer performed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The detective solved the mystery	The detective solved	The guy caught the rat with a trap	the guy caught	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The baker baked the cake	The baker baked	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The student read the book	The student read	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
