demonstration	demon_label	test_sentence	response	attachment	structure
The attorney of the company bothered me	The attorney of bothered me	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The gardener watered the plants	The gardener watered	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The chef cooked the meal	The chef cooked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The singer composed a song	The singer composed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of the drugs hurt everyone	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The pilot flew the airplane	The pilot flew	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The programmer wrote the code	The programmer wrote	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The carpenter built the house	The carpenter built	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The architect designed the building	The architect designed	Dan entered the room with a key	dan entered	pp	structure_2
The baker kneaded the dough	The baker kneaded	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The tailor altered the coat	The tailor altered	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The chef of the restaurant that had the blue tiles pleased us	the chef of that pleased us	adjunct	structure_1
The bird sang a melody	The bird sang	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
