demonstration	demon_label	test_sentence	response	attachment	structure
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The student read the book	The student read	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The song of the singer that had long eyelashes was very smart	the song of the singer that had smart	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The gamer played the game	The gamer played	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The coach led the team with three members	the coach led the team	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The singer composed a song	The singer composed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The baker baked the cake	The baker baked	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The musician tuned the guitar	The musician tuned	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The gardener watered the plants	The gardener watered	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The journalist reported the news	The journalist reported	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The librarian sorted the books	The librarian sorted	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
