demonstration	demon_label	test_sentence	response	attachment	structure
The bakery of the district tempted the locals	The bakery of tempted the locals	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The baker kneaded the dough	The baker kneaded	The police investigated the house with a garden	the police investigated	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The house of the painter that had the small windows looked odd	the house of the painter that had looked odd	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The baker baked the cake	The baker baked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The bird sang a melody	The bird sang	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gang of the criminal that had a long scar disappeared last Monday	fail to follow	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The architect designed the building	The architect designed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The bishop of the church that had the funny eyebrows looked odd	the bishop of had the funny eyebrows looked odd	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The gardener watered the plants	The gardener watered	The guy caught the rat with a scar	the guy caught	pp	structure_1
The carpenter built the house	The carpenter built	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The actor memorized the script	The actor memorized	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
