demonstration	demon_label	test_sentence	response	attachment	structure
The journalist reported the news	The journalist reported	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The director of the orchestra played well	The director of played well	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The bird sang a melody	The bird sang	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The dancer performed the routine	The dancer performed	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The teacher explained the concept	The teacher explained	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The valley of the flowers that had the old castle excited the tourists	the valley of that excited the tourists	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The police investigated the house with the permission	the police investigated	pp	structure_2
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The student solved the equation	The student solved	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The singer composed a song	The singer composed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The chef cooked the meal	The chef cooked	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
