demonstration	demon_label	test_sentence	response	attachment	structure
The chef seasoned the soup	The chef seasoned	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The student read the book	The student read	The basketball player won the game with his team	the basketball player won	pp	structure_2
The journalist reported the news	The journalist reported	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The house of the painter that had the small windows looked odd	the house of looked odd	adjunct	structure_2
The chef cooked the meal	The chef cooked	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant that had pleased us	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The bird sang a melody	The bird sang	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The gamer played the game	The gamer played	Dan entered the room with a window	dan entered the room	pp	structure_1
The baker kneaded the dough	The baker kneaded	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The tailor altered the coat	The tailor altered	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The student solved the equation	The student solved	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The police investigated the house with a garden	the police investigated	pp	structure_1
The programmer wrote the code	The programmer wrote	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The house of the painter looked odd	The house of looked odd	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
