demonstration	demon_label	test_sentence	response	attachment	structure
The king of the mountain impressed Arthur	The king of impressed Arthur	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The architect designed the building	The architect designed	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The detective solved the mystery	The detective solved	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The student read the book	The student read	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The journalist reported the news	The journalist reported	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The house of the painter looked odd	The house of looked odd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Dan entered the room with a window	dan entered the room	pp	structure_1
The tailor altered the coat	The tailor altered	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The driver steered the car	The driver steered	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The dancer performed the routine	The dancer performed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The librarian sorted the books	The librarian sorted	The guy caught the rat with a scar	the guy caught with a scar	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The actor memorized the script	The actor memorized	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
