demonstration	demon_label	test_sentence	response	attachment	structure
The song of the player is really popular	The song of is really popular	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The house of the painter looked odd	The house of looked odd	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The actor memorized the script	The actor memorized	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of the drugs hurt everyone	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The chef cooked the meal	The chef cooked	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The singer composed a song	The singer composed	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The gardener watered the plants	The gardener watered	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The basketball player won the game with his team	the basketball player won	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The flowers of the valley that had the old castle excited the tourists	the flowers of the excited the tourists	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The librarian sorted the books	The librarian sorted	The doctor noticed the boy using big headphones	the doctor noticed the boy using	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The musician tuned the guitar	The musician tuned	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
