demonstration	demon_label	test_sentence	response	attachment	structure
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The student read the book	The student read	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The journalist reported the news	The journalist reported	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The carpenter built the house	The carpenter built	The guy caught the rat with a scar	the guy caught	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
The detective solved the mystery	The detective solved	Dan entered the room with a window	dan entered	pp	structure_1
The musician tuned the guitar	The musician tuned	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The baker baked the cake	The baker baked	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The dancer performed the routine	The dancer performed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The gardener watered the plants	The gardener watered	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The tailor altered the coat	The tailor altered	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
