demonstration	demon_label	test_sentence	response	attachment	structure
The song of the player is really popular	The song of is really popular	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The teacher explained the concept	The teacher explained	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The pilot flew the airplane	The pilot flew	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The driver steered the car	The driver steered	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of had a nasty effect hurt everyone	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The chef seasoned the soup	The chef seasoned	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The chef cooked the meal	The chef cooked	Dan entered the room with a window	dan entered the room	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The actor memorized the script	The actor memorized	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The detective solved the mystery	The detective solved	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The house of the painter that had the small windows looked odd	the house of the painter that looked odd	adjunct	structure_2
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The carpenter built the house	The carpenter built	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The director of the orchestra played well	The director of played well	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
