demonstration	demon_label	test_sentence	response	attachment	structure
The dog of the officer came back this evening	The dog of came back this evening	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The pilot flew the airplane	The pilot flew	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The tailor altered the coat	The tailor altered	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The programmer wrote the code	The programmer wrote	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The chef seasoned the soup	The chef seasoned	The guy caught the rat with a scar	the guy caught	pp	structure_1
The student read the book	The student read	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The lawyer argued the case	The lawyer argued	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The detective solved the mystery	The detective solved	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The bird sang a melody	The bird sang	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Dan entered the room with a window	dan entered the room	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
