demonstration	demon_label	test_sentence	response	attachment	structure
The plains of the tribe looked strange	The plains of looked strange	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The hiker climbed the mountain	The hiker climbed	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The writer of the letter that had blonde hair arrived this morning	the writer of blonde hair arrived this morning	adjunct	structure_2
The tailor altered the coat	The tailor altered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
The gardener watered the plants	The gardener watered	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The director of the orchestra played well	The director of played well	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The chef cooked the meal	The chef cooked	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The singer composed a song	The singer composed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The chef seasoned the soup	The chef seasoned	Dan entered the room with a key	dan entered	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The carpenter built the house	The carpenter built	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The teacher explained the concept	The teacher explained	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The pilot flew the airplane	The pilot flew	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
