demonstration	demon_label	test_sentence	response	attachment	structure
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The teacher explained the concept	The teacher explained	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The basketball player won the game with his team	the basketball player won	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The chef cooked the meal	The chef cooked	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The singer of the song that had long eyelashes was very smart	the singer of had long eyelashes was very smart	adjunct	structure_2
The student solved the equation	The student solved	Dan entered the room with a window	dan entered the room	pp	structure_1
The gardener watered the plants	The gardener watered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The pilot flew the airplane	The pilot flew	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The driver steered the car	The driver steered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The architect designed the building	The architect designed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The gamer played the game	The gamer played	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The director of the orchestra played well	The director of played well	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
