demonstration	demon_label	test_sentence	response	attachment	structure
The programmer wrote the code	The programmer wrote	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The gamer played the game	The gamer played	Dan entered the room with a key	dan entered the room	pp	structure_2
The detective solved the mystery	The detective solved	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The student read the book	The student read	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The song of the player is really popular	The song of is really popular	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The student solved the equation	The student solved	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The church of the bishop that had the funny eyebrows looked odd	the church of the funny eyebrows looked odd	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The baker baked the cake	The baker baked	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The bird sang a melody	The bird sang	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The singer composed a song	The singer composed	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
