demonstration	demon_label	test_sentence	response	attachment	structure
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The student solved the equation	The student solved	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The singer composed a song	The singer composed	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The car of the driver that had the moustache was pretty cool	the car of the pretty cool	adjunct	structure_1
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The director of the orchestra played well	The director of played well	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The architect designed the building	The architect designed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The detective solved the mystery	The detective solved	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that had the blue tiles pleased us	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The journalist reported the news	The journalist reported	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The baker kneaded the dough	The baker kneaded	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The musician tuned the guitar	The musician tuned	The police investigated the house with the permission	the police investigated with permission	pp	structure_2
