demonstration	demon_label	test_sentence	response	attachment	structure
The chef cooked the meal	The chef cooked	Dan entered the room with a key	dan entered the room	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The car of the driver that had the moustache was pretty cool	the car of had the moustache was pretty cool	adjunct	structure_1
The dancer performed the routine	The dancer performed	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The tailor altered the coat	The tailor altered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The teacher explained the concept	The teacher explained	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The driver steered the car	The driver steered	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The singer composed a song	The singer composed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The fisherman caught the trout	The fisherman caught	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The writer of the letter that had blonde hair arrived this morning	the writer of blonde hair arrived this morning	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a disappeared last monday	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The house of the painter looked odd	The house of looked odd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
