demonstration	demon_label	test_sentence	response	attachment	structure
The gallery of the center impressed the critics	The gallery of impressed the critics	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The gardener watered the plants	The gardener watered	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that disappeared last monday	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The miner of the gold that had the impurities was worthless	the miner of impurities was worthless	adjunct	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The actor memorized the script	The actor memorized	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Dan entered the room with a window	dan entered	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The architect designed the building	The architect designed	The basketball player won the game with his team	the basketball player won	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The baker kneaded the dough	The baker kneaded	The police investigated the house with a garden	the police investigated	pp	structure_1
The dancer performed the routine	The dancer performed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The lawyer argued the case	The lawyer argued	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The pilot flew the airplane	The pilot flew	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The singer composed a song	The singer composed	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
