demonstration	demon_label	test_sentence	response	attachment	structure
The sculptor chiseled the statue	The sculptor chiseled	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of the drugs hurt everyone	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The student solved the equation	The student solved	The basketball player won the game with his team	the basketball player won	pp	structure_2
The journalist reported the news	The journalist reported	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The chef cooked the meal	The chef cooked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The teacher explained the concept	The teacher explained	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The dancer performed the routine	The dancer performed	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The director of the orchestra played well	The director of played well	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The carpenter built the house	The carpenter built	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The musician tuned the guitar	The musician tuned	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The driver steered the car	The driver steered	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The bird sang a melody	The bird sang	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a window	dan entered the room	pp	structure_1
