demonstration	demon_label	test_sentence	response	attachment	structure
The mansion of the celebrity excited the fans	The mansion of excited the fans	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The lawyer argued the case	The lawyer argued	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The tailor altered the coat	The tailor altered	The guy caught the rat with a scar	the guy caught	pp	structure_1
The musician tuned the guitar	The musician tuned	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The dancer performed the routine	The dancer performed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The carpenter built the house	The carpenter built	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The baker baked the cake	The baker baked	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The director of the orchestra played well	The director of played well	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The gamer played the game	The gamer played	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The librarian sorted the books	The librarian sorted	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The fisherman caught the trout	The fisherman caught	The basketball player won the game with his team	the basketball player won	pp	structure_2
The architect designed the building	The architect designed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
