demonstration	demon_label	test_sentence	response	attachment	structure
The festival of the village entertained the guests	The festival of entertained the guests	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The song of the singer that had long eyelashes was very smart	the song of the singer that had smart	adjunct	structure_1
The bird sang a melody	The bird sang	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The song of the player is really popular	The song of is really popular	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The letter of the writer that had blonde hair arrived this morning	the letter of that arrived this morning	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The programmer wrote the code	The programmer wrote	Dan entered the room with a key	dan entered the room	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The driver steered the car	The driver steered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The baker kneaded the dough	The baker kneaded	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The librarian sorted the books	The librarian sorted	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The tailor altered the coat	The tailor altered	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The musician tuned the guitar	The musician tuned	The police investigated the house with a garden	the police investigated	pp	structure_1
