demonstration	demon_label	test_sentence	response	attachment	structure
The market of the city attracted the collectors	The market of attracted the collectors	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The chef cooked the meal	The chef cooked	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The musician tuned the guitar	The musician tuned	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The gardener watered the plants	The gardener watered	The basketball player won the game with his team	the basketball player won	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The student solved the equation	The student solved	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The librarian sorted the books	The librarian sorted	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The church of the bishop that had the funny eyebrows looked odd	the church of the funny eyebrows looked odd	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The gamer played the game	The gamer played	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The detective solved the mystery	The detective solved	Dan entered the room with a window	dan entered	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The tailor altered the coat	The tailor altered	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The driver steered the car	The driver steered	The police investigated the house with a garden	the police investigated the house	pp	structure_1
