demonstration	demon_label	test_sentence	response	attachment	structure
The collection of the store fascinated the students	The collection of fascinated the students	The flowers of the valley that had the old castle excited the tourists	the flowers of that excited the tourists	adjunct	structure_1
The singer composed a song	The singer composed	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The journalist reported the news	The journalist reported	Dan entered the room with a window	dan entered the room	pp	structure_1
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The programmer wrote the code	The programmer wrote	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The driver steered the car	The driver steered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The gardener watered the plants	The gardener watered	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The baker baked the cake	The baker baked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The student solved the equation	The student solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The gamer played the game	The gamer played	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
