demonstration	demon_label	test_sentence	response	attachment	structure
The journalist reported the news	The journalist reported	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The teacher explained the concept	The teacher explained	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Charles runs a photo studio with two friends	charles runs	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The fisherman caught the trout	The fisherman caught	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The driver steered the car	The driver steered	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The chef cooked the meal	The chef cooked	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The baker baked the cake	The baker baked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The coach led the team with three members	the coach led the team	pp	structure_1
The musician tuned the guitar	The musician tuned	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
The gamer played the game	The gamer played	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
