demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	The police investigated the house with a garden	the police investigated	pp	structure_1
The singer composed a song	The singer composed	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The actor memorized the script	The actor memorized	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a key	dan entered the room	pp	structure_2
The dancer performed the routine	The dancer performed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The teacher explained the concept	The teacher explained	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The director of the orchestra played well	The director of played well	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The criminal of the gang that had a long scar disappeared last Monday	fail to follow	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The chef cooked the meal	The chef cooked	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The pilot flew the airplane	The pilot flew	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
