demonstration	demon_label	test_sentence	response	attachment	structure
The dog of the officer came back this evening	The dog of came back this evening	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The dancer performed the routine	The dancer performed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The gamer played the game	The gamer played	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The musician tuned the guitar	The musician tuned	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Bill cut the paper with a very bright colour	bill cut	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Dan entered the room with a key	dan entered	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The singer composed a song	The singer composed	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The teacher explained the concept	The teacher explained	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The student solved the equation	The student solved	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The fisherman caught the trout	The fisherman caught	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The song of the player is really popular	The song of is really popular	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The tailor altered the coat	The tailor altered	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The actor memorized the script	The actor memorized	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The director of the orchestra played well	The director of played well	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The bird sang a melody	The bird sang	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
