demonstration	demon_label	test_sentence	response	attachment	structure
The chef cooked the meal	The chef cooked	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The director of the orchestra played well	The director of played well	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The gamer played the game	The gamer played	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The librarian sorted the books	The librarian sorted	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang disappeared last monday	adjunct	structure_2
The musician tuned the guitar	The musician tuned	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The architect designed the building	The architect designed	Michelle watched the movie with English subtitles	michelle watched with english subtitles	pp	structure_1
The dancer performed the routine	The dancer performed	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The student solved the equation	The student solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The student read the book	The student read	Dan entered the room with a key	dan entered the room	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The singer of the song that had long eyelashes was very smart	the singer of long eyelashes was very smart	adjunct	structure_2
The actor memorized the script	The actor memorized	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The flowers of the valley that had the old castle excited the tourists	the flowers of that excited the tourists	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
