demonstration	demon_label	test_sentence	response	attachment	structure
The fisherman caught the trout	The fisherman caught	The police investigated the house with the permission	the police investigated	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The singer of the song that had long eyelashes was very smart	the singer of had long eyelashes was very smart	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The chef seasoned the soup	The chef seasoned	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The detective solved the mystery	The detective solved	The guy caught the rat with a trap	the guy caught	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The baker baked the cake	The baker baked	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The journalist reported the news	The journalist reported	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The gamer played the game	The gamer played	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The actor memorized the script	The actor memorized	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
