demonstration	demon_label	test_sentence	response	attachment	structure
The baker kneaded the dough	The baker kneaded	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The driver steered the car	The driver steered	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The baker baked the cake	The baker baked	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The dancer performed the routine	The dancer performed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The tailor altered the coat	The tailor altered	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Dan entered the room with a key	dan entered the room	pp	structure_2
The singer composed a song	The singer composed	The coach led the team with three members	the coach led the team	pp	structure_1
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The architect designed the building	The architect designed	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The programmer wrote the code	The programmer wrote	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The gardener watered the plants	The gardener watered	The police investigated the house with the permission	the police investigated	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
