demonstration	demon_label	test_sentence	response	attachment	structure
The photographer adjusted the lens	The photographer adjusted	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The student read the book	The student read	Dan entered the room with a window	dan entered the room	pp	structure_1
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a scar	the guy caught	pp	structure_1
The teacher explained the concept	The teacher explained	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The chef seasoned the soup	The chef seasoned	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The baker baked the cake	The baker baked	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The programmer wrote the code	The programmer wrote	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The tailor altered the coat	The tailor altered	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The gamer played the game	The gamer played	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The musician tuned the guitar	The musician tuned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The song of the player is really popular	The song of is really popular	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The church of the bishop that had the funny eyebrows looked odd	the church of that looked odd	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
