demonstration	demon_label	test_sentence	response	attachment	structure
The dog of the officer came back this evening	The dog of came back this evening	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that had the blue tiles pleased us	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The baker baked the cake	The baker baked	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The tailor altered the coat	The tailor altered	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The fisherman caught the trout	The fisherman caught	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The carpenter built the house	The carpenter built	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of had a nasty effect hurt everyone	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The driver steered the car	The driver steered	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The student solved the equation	The student solved	Dan entered the room with a key	dan entered the room	pp	structure_2
The pilot flew the airplane	The pilot flew	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The gamer played the game	The gamer played	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The house of the painter that had the small windows looked odd	fail to follow	adjunct	structure_2
The teacher explained the concept	The teacher explained	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
