demonstration	demon_label	test_sentence	response	attachment	structure
The programmer wrote the code	The programmer wrote	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The dancer performed the routine	The dancer performed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The teacher explained the concept	The teacher explained	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The baker baked the cake	The baker baked	The basketball player won the game with his team	the basketball player won	pp	structure_2
The student read the book	The student read	Dan entered the room with a window	dan entered the room	pp	structure_1
The driver steered the car	The driver steered	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The house of the painter that had the small windows looked odd	the house of the small windows looked odd	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The tailor altered the coat	The tailor altered	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The pilot flew the airplane	The pilot flew	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a trap	the guy caught	pp	structure_2
The song of the player is really popular	The song of is really popular	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
