demonstration	demon_label	test_sentence	response	attachment	structure
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The bird sang a melody	The bird sang	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The gardener watered the plants	The gardener watered	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The student read the book	The student read	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The architect designed the building	The architect designed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The coach led the team with three members	the coach led the team	pp	structure_1
The fisherman caught the trout	The fisherman caught	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The librarian sorted the books	The librarian sorted	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The musician tuned the guitar	The musician tuned	Dan entered the room with a key	dan entered the room	pp	structure_2
The house of the painter looked odd	The house of looked odd	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The gamer played the game	The gamer played	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
