demonstration	demon_label	test_sentence	response	attachment	structure
The library of the school attracted many scholarse	The library of attracted many scholarse	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The director of the orchestra played well	The director of played well	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The song of the player is really popular	The song of is really popular	The miner of the gold that had the impurities was worthless	the miner of that had the impurities was worthless	adjunct	structure_1
The chef cooked the meal	The chef cooked	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The programmer wrote the code	The programmer wrote	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The coach led the team with three members	the coach led the team	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	Dan entered the room with a window	dan entered the room	pp	structure_1
The dancer performed the routine	The dancer performed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The student solved the equation	The student solved	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The singer composed a song	The singer composed	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The journalist reported the news	The journalist reported	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The driver steered the car	The driver steered	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
