demonstration	demon_label	test_sentence	response	attachment	structure
The programmer wrote the code	The programmer wrote	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The musician tuned the guitar	The musician tuned	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The baker kneaded the dough	The baker kneaded	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The architect designed the building	The architect designed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The actor memorized the script	The actor memorized	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The teacher explained the concept	The teacher explained	The coach led the team with three members	the coach led the team	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The house of the painter looked odd	The house of looked odd	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The singer composed a song	The singer composed	The police investigated the house with a garden	the police investigated	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor that made a lot of sense	adjunct	structure_1
The chef cooked the meal	The chef cooked	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The bird sang a melody	The bird sang	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The singer of the song that had long eyelashes was very smart	the singer of long eyelashes was very smart	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The driver of the car that had the moustache was pretty cool	the driver of pretty cool	adjunct	structure_2
