demonstration	demon_label	test_sentence	response	attachment	structure
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The director of the orchestra played well	The director of played well	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The musician tuned the guitar	The musician tuned	The police investigated the house with the permission	the police investigated with permission	pp	structure_2
The journalist reported the news	The journalist reported	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The detective solved the mystery	The detective solved	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The student solved the equation	The student solved	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The carpenter built the house	The carpenter built	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The tailor altered the coat	The tailor altered	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The student read the book	The student read	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The gardener watered the plants	The gardener watered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The writer of the letter that had blonde hair arrived this morning	the writer of blonde hair arrived this morning	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The valley of the flowers that had the old castle excited the tourists	the valley of the flowers excited the tourists	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The singer composed a song	The singer composed	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
