demonstration	demon_label	test_sentence	response	attachment	structure
The song of the player is really popular	The song of is really popular	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The comedian saw the crowd with fresh flowers	the comedian saw	pp	structure_1
The musician tuned the guitar	The musician tuned	The coach led the team with three members	the coach led the team	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The driver steered the car	The driver steered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The gamer played the game	The gamer played	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The student read the book	The student read	The police investigated the house with a garden	the police investigated	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The church of the bishop that had the funny eyebrows looked odd	the church of the funny eyebrows looked odd	adjunct	structure_1
The detective solved the mystery	The detective solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The chef seasoned the soup	The chef seasoned	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The dancer performed the routine	The dancer performed	Dan entered the room with a window	dan entered the room	pp	structure_1
The tailor altered the coat	The tailor altered	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang disappeared last monday	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The basketball player won the game with his team	the basketball player won	pp	structure_2
