demonstration	demon_label	test_sentence	response	attachment	structure
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The baker baked the cake	The baker baked	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The gamer played the game	The gamer played	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The musician tuned the guitar	The musician tuned	The guy caught the rat with a scar	the guy caught with a scar	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The driver steered the car	The driver steered	Dan entered the room with a window	dan entered the room	pp	structure_1
The student read the book	The student read	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The architect designed the building	The architect designed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The carpenter built the house	The carpenter built	The police investigated the house with a garden	the police investigated	pp	structure_1
The gardener watered the plants	The gardener watered	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The dancer performed the routine	The dancer performed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
