demonstration	demon_label	test_sentence	response	attachment	structure
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The bird sang a melody	The bird sang	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The student solved the equation	The student solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The drugs of the supplier that had a nasty effect hurt everyone	the drugs hurt everyone	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The gardener watered the plants	The gardener watered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The teacher explained the concept	The teacher explained	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The director of the orchestra played well	The director of played well	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a key	dan entered the room	pp	structure_2
The jeweler polished the diamond	The jeweler polished	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The detective solved the mystery	The detective solved	The coach led the team with three members	the coach led	pp	structure_1
The baker kneaded the dough	The baker kneaded	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
