demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The detective solved the mystery	The detective solved	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The librarian sorted the books	The librarian sorted	Dan entered the room with a window	dan entered the room	pp	structure_1
The baker kneaded the dough	The baker kneaded	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The actor memorized the script	The actor memorized	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The baker baked the cake	The baker baked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The tailor altered the coat	The tailor altered	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The carpenter built the house	The carpenter built	The guy caught the rat with a trap	the guy caught	pp	structure_2
The musician tuned the guitar	The musician tuned	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The programmer wrote the code	The programmer wrote	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The student solved the equation	The student solved	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
