demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The architect designed the building	The architect designed	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The coach led the team with three members	the coach led	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The dancer performed the routine	The dancer performed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The student read the book	The student read	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The detective solved the mystery	The detective solved	The guy caught the rat with a trap	the guy caught	pp	structure_2
The carpenter built the house	The carpenter built	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Dan entered the room with a window	dan entered the room	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The singer composed a song	The singer composed	The police investigated the house with a garden	the police investigated	pp	structure_1
The jeweler polished the diamond	The jeweler polished	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The valley of the flowers that had the old castle excited the tourists	the valley of the excited the tourists	adjunct	structure_2
The gardener watered the plants	The gardener watered	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The actor memorized the script	The actor memorized	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
