demonstration	demon_label	test_sentence	response	attachment	structure
The house of the painter looked odd	The house of looked odd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The baker baked the cake	The baker baked	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The librarian sorted the books	The librarian sorted	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The programmer wrote the code	The programmer wrote	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Dan entered the room with a window	dan entered the room	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The gold of the miner that had the impurities was worthless	the gold of the miner that was worthless	adjunct	structure_2
The student read the book	The student read	The coach led the team with three members	the coach led the team	pp	structure_1
The tailor altered the coat	The tailor altered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The bird sang a melody	The bird sang	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The gamer played the game	The gamer played	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The driver steered the car	The driver steered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The lawyer argued the case	The lawyer argued	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The journalist reported the news	The journalist reported	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
